name,cntry,Gndr,W4q50,C2weight,Eduyrs,Netusoft
CRON2W4e01,BE,Masculino,Rara vez,0.92062354,13,A few times a month
CRON2W4e01,BE,Femenino,Todo el tiempo,0.7952177,12,A few times a month
CRON2W4e01,BE,Masculino,Algunas veces,0.7991134,12,A few times a month
CRON2W4e01,BE,Femenino,Todo el tiempo,0.5682055,14,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,1.8895986,12,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.4510805,20,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.7253069,12,Most days
CRON2W4e01,BE,Masculino,Algunas veces,0.73208606,12,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.1158953,14,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.9845558,18,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.1130689,17,Less often
CRON2W4e01,BE,Femenino,Rara vez,1.0943788,12,A few times a month
CRON2W4e01,BE,Femenino,Rara vez,0.7913318,17,Less often
CRON2W4e01,BE,Femenino,Rara vez,1.769615,12,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.47952765,16,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.41689712,21,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,1.0767115,16,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.1994078,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.62537557,20,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.3066654,13,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.64039016,13,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.3225819,6,Every day
CRON2W4e01,BE,Masculino,Algunas veces,0.8226863,20,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.95880675,13,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.6514067,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.6122887,16,Less often
CRON2W4e01,BE,Masculino,Rara vez,5.4385786,11,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.6179622,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.7209825,17,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.49831146,13,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.5397292,21,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.6433923,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.91462594,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.9999174,12,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.8124934,17,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.63509554,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.56779593,14,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.48265782,15,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.7099471,18,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.4375199,9,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.5690192,10,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.5831106,13,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.8668228,18,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.4606587,24,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.6641866,12,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.49786583,14,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.6025622,17,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.68675125,12,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.1069119,17,Less often
CRON2W4e01,BE,Femenino,NA,0.6900881,17,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.55457735,12,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.90115553,14,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.6667989,17,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.3741726,19,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.7555418,18,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.54606557,21,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.7599614,23,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.72462744,18,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,1.0858403,13,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.631984,19,Less often
CRON2W4e01,BE,Masculino,Nunca,1.3575652,14,Less often
CRON2W4e01,BE,Femenino,Nunca,0.39950946,18,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.77147496,13,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.57844925,16,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,1.9418312,9,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.7655414,15,Less often
CRON2W4e01,BE,Masculino,Rara vez,2.412361,10,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,1.0138637,14,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.6277938,15,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.3813815,15,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.5858307,17,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.5169624,15,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.54232216,21,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.87668175,9,A few times a month
CRON2W4e01,BE,Femenino,Algunas veces,0.84258467,13,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,1.0818552,9,A few times a month
CRON2W4e01,BE,Femenino,Rara vez,0.7786075,17,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.9938534,13,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.39733726,17,Less often
CRON2W4e01,BE,Masculino,Nunca,0.6179622,17,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,1.0159307,13,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.66296065,23,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.7661879,12,Less often
CRON2W4e01,BE,Femenino,Algunas veces,2.6647148,13,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.1903633,14,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.8778334,14,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.8198961,17,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.7384397,12,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,1.0816171,12,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.4691516,16,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.37280297,18,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,1.1996866,14,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.82821316,20,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.65264565,14,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.71030366,17,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.9406753,10,Every day
CRON2W4e01,BE,Femenino,NA,0.7229867,14,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.89232606,17,Less often
CRON2W4e01,BE,Masculino,Rara vez,2.8007312,17,Less often
CRON2W4e01,BE,Femenino,Rara vez,2.91922,10,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.1364224,17,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.1274313,13,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.5284391,13,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.7021896,13,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.6506849,16,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.9612958,14,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.7876557,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.77169573,14,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.8805341,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.88886565,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.86847013,17,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.667809,15,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.4865899,16,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.1636214,17,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.76732695,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.71125096,12,A few times a month
CRON2W4e01,BE,Femenino,Todo el tiempo,0.5604229,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,2.3718789,10,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.74559397,19,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.75395584,18,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.9324148,17,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.0441375,12,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.65251046,15,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.85909736,12,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.7050136,17,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.7666582,15,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.7416372,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.6724065,16,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.2617446,16,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.35243192,10,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.62795997,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.5921273,12,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.8407275,13,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.48496172,15,A few times a month
CRON2W4e01,BE,Femenino,Rara vez,0.7894001,23,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.7016197,18,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.41648212,17,Less often
CRON2W4e01,BE,Femenino,Rara vez,1.1896502,19,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.70062166,12,A few times a week
CRON2W4e01,BE,Masculino,Todo el tiempo,0.3810697,17,Less often
CRON2W4e01,BE,Femenino,Rara vez,1.0314015,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.7532163,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.48364204,17,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.60743964,11,A few times a week
CRON2W4e01,BE,Masculino,Algunas veces,0.7007715,12,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.489962,15,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.69550157,15,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.5129133,13,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.4919369,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.65386635,17,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.5845639,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,1.9610714,13,Most days
CRON2W4e01,BE,Femenino,Todo el tiempo,1.1472015,13,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.6678285,23,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.431192,16,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.41162056,15,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.68997097,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.7183917,12,Less often
CRON2W4e01,BE,Femenino,NA,1.3332367,12,A few times a month
CRON2W4e01,BE,Masculino,Todo el tiempo,0.55983686,17,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.79751956,15,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.81474113,12,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.98578155,17,Less often
CRON2W4e01,BE,Femenino,Rara vez,4.045594,8,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.2033976,14,Less often
CRON2W4e01,BE,Masculino,Rara vez,2.6580653,25,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.6710423,20,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.6035205,17,Less often
CRON2W4e01,BE,Masculino,Nunca,0.6411089,17,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.0493681,20,Less often
CRON2W4e01,BE,Masculino,Nunca,0.99962926,15,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.5961017,15,Less often
CRON2W4e01,BE,Femenino,Rara vez,1.5672157,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.5289774,12,A few times a month
CRON2W4e01,BE,Femenino,Rara vez,1.4586916,12,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.91984123,19,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.1036835,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.7528164,16,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.43617547,14,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.5915427,14,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,1.0335768,13,A few times a month
CRON2W4e01,BE,Femenino,Algunas veces,1.0025879,16,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.8044971,16,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.6410646,20,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.2542834,13,Most days
CRON2W4e01,BE,Femenino,Nunca,1.3515482,14,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.3198477,15,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.6580475,12,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.7544677,12,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.7492839,14,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.8605305,12,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.7654503,19,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.2058581,14,A few times a month
CRON2W4e01,BE,Masculino,Algunas veces,0.483787,16,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.45681798,21,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.82471734,18,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.66668,15,Less often
CRON2W4e01,BE,Masculino,Nunca,0.6944317,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,2.1189654,14,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.62083477,12,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.7859424,18,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.6743048,13,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,1.0292017,12,A few times a month
CRON2W4e01,BE,Masculino,Todo el tiempo,2.2223282,15,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.71694547,20,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.8346456,13,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.40794542,16,Less often
CRON2W4e01,BE,Masculino,Rara vez,0.75014514,12,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.4550059,11,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.831507,14,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,0.8206717,17,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.0584496,20,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.3367623,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.2064525,25,Less often
CRON2W4e01,BE,Femenino,Nunca,0.77539045,12,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,2.118359,9,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.9413123,19,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.6664031,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,2.1365073,15,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,1.4242743,13,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.7127206,18,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,2.089263,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.41566455,18,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.7793291,17,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.71803623,15,A few times a month
CRON2W4e01,BE,Masculino,Algunas veces,1.0828277,12,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.6716292,14,Less often
CRON2W4e01,BE,Femenino,Algunas veces,5.089506,12,Less often
CRON2W4e01,BE,Masculino,Rara vez,1.0856459,18,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.6501087,19,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.87118053,16,Less often
CRON2W4e01,BE,Femenino,Algunas veces,1.3534544,17,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,2.7208974,10,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.7847841,16,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.7552425,12,Less often
CRON2W4e01,BE,Femenino,Rara vez,0.64573145,13,A few times a month
CRON2W4e01,BE,Femenino,Rara vez,0.513599,17,Less often
CRON2W4e01,BE,Femenino,Algunas veces,0.4348588,14,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.5445349,16,Less often
CRON2W4e01,BE,Masculino,Todo el tiempo,1.1857513,15,Less often
CRON2W4e01,BE,Masculino,Algunas veces,1.1415207,11,Less often
CRON2W4e01,BE,Masculino,Algunas veces,0.54213065,18,Less often
CRON2W4e01,BE,Femenino,Todo el tiempo,0.74034476,15,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.65436786,11,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.4357914,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.5852517,18,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.4095069,13,A few times a week
CRON2W4e01,CZ,Femenino,Algunas veces,0.9130255,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.61187124,10,A few times a month
CRON2W4e01,CZ,Masculino,Algunas veces,1.1492234,14,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.2464039,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.7041571,13,Less often
CRON2W4e01,CZ,Femenino,NA,0.42049676,88,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.1776406,12,Most days
CRON2W4e01,CZ,Masculino,Nunca,1.1529907,15,A few times a month
CRON2W4e01,CZ,Femenino,Nunca,6.1949553,9,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.7025302,16,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.33866385,15,A few times a week
CRON2W4e01,CZ,Femenino,Algunas veces,0.8731689,13,Less often
CRON2W4e01,CZ,Femenino,Rara vez,2.0041208,12,A few times a month
CRON2W4e01,CZ,Femenino,Rara vez,1.0704018,18,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.5472085,12,Less often
CRON2W4e01,CZ,Masculino,Rara vez,1.3263973,13,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,1.323676,10,Most days
CRON2W4e01,CZ,Femenino,Rara vez,0.7866976,18,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.9122266,12,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.8049363,16,Most days
CRON2W4e01,CZ,Masculino,Algunas veces,1.4896443,20,Less often
CRON2W4e01,CZ,Masculino,Rara vez,2.901954,12,Most days
CRON2W4e01,CZ,Femenino,Rara vez,0.799257,13,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,1.3098348,18,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.8436447,14,A few times a month
CRON2W4e01,CZ,Masculino,Rara vez,1.1452466,12,Most days
CRON2W4e01,CZ,Femenino,Algunas veces,0.7506782,13,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,2.163361,18,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.29636934,18,Less often
CRON2W4e01,CZ,Masculino,Nunca,1.4460359,17,Less often
CRON2W4e01,CZ,Masculino,Rara vez,0.29636934,19,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.74701476,88,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.96488506,9,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.5162303,15,A few times a week
CRON2W4e01,CZ,Femenino,Todo el tiempo,0.46236515,13,A few times a month
CRON2W4e01,CZ,Masculino,Rara vez,1.4843296,13,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.4448438,20,Less often
CRON2W4e01,CZ,Femenino,NA,0.68406945,13,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.3237933,13,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.565847,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.27198488,13,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.4916808,12,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.8798525,13,Less often
CRON2W4e01,CZ,Masculino,NA,1.2680784,13,Most days
CRON2W4e01,CZ,Femenino,Rara vez,1.1355957,12,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,2.656397,14,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.36635244,13,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.65794057,16,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.54066145,15,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.56578696,13,Less often
CRON2W4e01,CZ,Femenino,NA,1.5391382,15,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.9528103,13,Less often
CRON2W4e01,CZ,Masculino,Rara vez,0.88519645,15,Less often
CRON2W4e01,CZ,Masculino,Nunca,1.0982865,21,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.98938333999999994,8,A few times a week
CRON2W4e01,CZ,Femenino,Rara vez,0.38619164,77,Most days
CRON2W4e01,CZ,Femenino,Algunas veces,0.76833194,13,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.87203425,18,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.96820825,12,A few times a month
CRON2W4e01,CZ,Masculino,Nunca,1.1113957,13,A few times a month
CRON2W4e01,CZ,Masculino,Algunas veces,1.2623649,11,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.77391654,88,A few times a week
CRON2W4e01,CZ,Masculino,Rara vez,1.311624,12,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.62603056,16,A few times a month
CRON2W4e01,CZ,Femenino,Rara vez,0.6141982,11,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,1.9408611,12,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.92758423,13,A few times a week
CRON2W4e01,CZ,Masculino,Algunas veces,0.86892176,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.53342754,17,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.71318287,14,A few times a month
CRON2W4e01,CZ,Femenino,Nunca,1.4094874,12,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.48663828,77,Most days
CRON2W4e01,CZ,Femenino,Algunas veces,1.0211304,12,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,1.1976047,16,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.87322396,21,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.2798454,88,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,1.0750825,12,A few times a month
CRON2W4e01,CZ,Femenino,Rara vez,1.0697147,13,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.5265691,88,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.94129205,16,A few times a month
CRON2W4e01,CZ,Masculino,Rara vez,1.2627686,13,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,1.2136952,11,Less often
CRON2W4e01,CZ,Masculino,Rara vez,1.8942568,12,Most days
CRON2W4e01,CZ,Femenino,Rara vez,1.4468096,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.73067,12,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.39598843,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.37261367,18,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.72386324,12,A few times a month
CRON2W4e01,CZ,Masculino,Algunas veces,0.89503825,19,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.98570526,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.88561493,12,A few times a month
CRON2W4e01,CZ,Masculino,Rara vez,0.6338081,19,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.27623898,17,Less often
CRON2W4e01,CZ,Masculino,Rara vez,4.243032,11,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.9359921,12,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.8326209,16,Less often
CRON2W4e01,CZ,Masculino,Rara vez,1.0441262,16,Less often
CRON2W4e01,CZ,Masculino,Nunca,1.2978593,11,A few times a week
CRON2W4e01,CZ,Femenino,Rara vez,0.44689316,16,Less often
CRON2W4e01,CZ,Femenino,NA,0.6229315,15,A few times a week
CRON2W4e01,CZ,Femenino,Todo el tiempo,1.0316662,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.5555988,88,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,1.3660079999999999,12,Less often
CRON2W4e01,CZ,Masculino,Rara vez,1.4621824,18,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,1.0395491,12,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.6974379,17,Less often
CRON2W4e01,CZ,Femenino,NA,0.85469055,15,A few times a week
CRON2W4e01,CZ,Femenino,Algunas veces,0.29294226,12,Less often
CRON2W4e01,CZ,Femenino,Rara vez,1.055578,12,A few times a week
CRON2W4e01,CZ,Masculino,Todo el tiempo,0.9819553,13,Less often
CRON2W4e01,CZ,Femenino,NA,0.613099,13,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,2.1421373,11,Less often
CRON2W4e01,CZ,Femenino,NA,0.34868804,13,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.45594966,18,Less often
CRON2W4e01,CZ,Masculino,Rara vez,0.87988037,13,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.56066644,16,Less often
CRON2W4e01,CZ,Femenino,NA,0.82184714,15,Most days
CRON2W4e01,CZ,Femenino,Algunas veces,1.8305382,14,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.6972326,18,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.6850108,19,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,1.0228505,12,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.5416206,12,A few times a week
CRON2W4e01,CZ,Femenino,Algunas veces,0.5394063,13,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.91402125,17,Less often
CRON2W4e01,CZ,Masculino,Nunca,0.5960522,14,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.7052818,14,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.6633782,13,Less often
CRON2W4e01,CZ,Masculino,Rara vez,0.92643774,16,Less often
CRON2W4e01,CZ,Femenino,Nunca,1.0358694,18,Less often
CRON2W4e01,CZ,Masculino,Algunas veces,0.8280846,14,Less often
CRON2W4e01,CZ,Masculino,Rara vez,0.9943031,17,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.51466703,14,Less often
CRON2W4e01,CZ,Masculino,Rara vez,1.2607621,18,A few times a month
CRON2W4e01,CZ,Femenino,Algunas veces,0.5694883,14,Less often
CRON2W4e01,CZ,Femenino,Rara vez,0.6723984,12,A few times a week
CRON2W4e01,CZ,Femenino,Algunas veces,0.43179578,22,Less often
CRON2W4e01,CZ,Femenino,Algunas veces,0.77410823,11,Less often
